Frame,PhysicalDice1_PosX,PhysicalDice1_PosY,PhysicalDice1_PosZ,PhysicalDice1_RotX,PhysicalDice1_RotY,PhysicalDice1_RotZ,PhysicalDice1_RotW,PhysicalDice1 (1)_PosX,PhysicalDice1 (1)_PosY,PhysicalDice1 (1)_PosZ,PhysicalDice1 (1)_RotX,PhysicalDice1 (1)_RotY,PhysicalDice1 (1)_RotZ,PhysicalDice1 (1)_RotW,PhysicalDice1 (2)_PosX,PhysicalDice1 (2)_PosY,PhysicalDice1 (2)_PosZ,PhysicalDice1 (2)_RotX,PhysicalDice1 (2)_RotY,PhysicalDice1 (2)_RotZ,PhysicalDice1 (2)_RotW,PhysicalDice 2_PosX,PhysicalDice 2_PosY,PhysicalDice 2_PosZ,PhysicalDice 2_RotX,PhysicalDice 2_RotY,PhysicalDice 2_RotZ,PhysicalDice 2_RotW,PhysicalDice 2 (1)_PosX,PhysicalDice 2 (1)_PosY,PhysicalDice 2 (1)_PosZ,PhysicalDice 2 (1)_RotX,PhysicalDice 2 (1)_RotY,PhysicalDice 2 (1)_RotZ,PhysicalDice 2 (1)_RotW,PhysicalDice 2 (2)_PosX,PhysicalDice 2 (2)_PosY,PhysicalDice 2 (2)_PosZ,PhysicalDice 2 (2)_RotX,PhysicalDice 2 (2)_RotY,PhysicalDice 2 (2)_RotZ,PhysicalDice 2 (2)_RotW
0,0,0,0,0,0,0,1,42,8,102,-66,9,0,0,03271905,0,0,9994646,42,8,102,-66,9,0,0,03271905,0,0,9994646,42,8,102,-66,9,0,0,03271905,0,0,9994646,42,8,102,-66,9,0,0,03271905,0,0,9994646,42,8,102,-66,9,0,0,03271905,0,0,9994646,42,8,102,-66,9,0,0,03271905,0,0,9994646
1,0,0,0,0,0,0,1,43,00982,101,976,-66,91846,-2,73996E-05,0,03258508,0,0004463866,0,9994689,42,82899,101,9785,-66,90194,1,690811E-06,0,03268003,0,0002801283,0,9994659,42,4503,101,9907,-66,87345,2,048564E-05,0,03295356,-0,0005641599,0,9994567,43,17464,101,9818,-66,92679,1,522803E-06,0,03239844,0,0004418865,0,999475,42,77258,101,985,-66,89806,-7,352679E-07,0,03273235,-4,585965E-05,0,9994642,42,56367,101,992,-66,88131,4,435617E-06,0,03296483,-0,0005583809,0,9994563
2,0,0,0,0,0,0,1,43,27665,101,9398,-66,94182,-1,467064E-05,0,03199066,0,0008746494,0,9994879,42,90133,101,9438,-66,9096,1,321727E-05,0,03222815,0,0006543595,0,9994804,42,01096,101,9655,-66,84234,-9,097958E-06,0,03377843,-0,001381231,0,9994284,43,61198,101,9464,-66,96084,2,001135E-05,0,0313337,0,001190651,0,9995083,42,7011,101,9532,-66,89129,-5,524279E-06,0,03323551,-0,0003629471,0,9994475,42,29796,101,9633,-66,85413,-5,197079E-06,0,03373838,-0,0009751845,0,9994302
3,0,0,0,0,0,0,1,43,55775,101,8901,-66,96201,-1,279357E-05,0,03165726,0,001088003,0,9994982,42,98561,101,8943,-66,91745,1,410315E-05,0,03191158,0,0008568525,0,9994904,41,54559,101,92,-66,81002,-8,865855E-06,0,03433754,-0,001787902,0,9994087,44,07733,101,8982,-66,99031,2,397662E-05,0,0307766,0,001545971,0,9995251,42,61689,101,9052,-66,88638,-8,068622E-06,0,03351765,-0,0005367191,0,999438,42,01682,101,9162,-66,83383,-1,069683E-05,0,03411288,-0,001177321,0,9994173
4,0,0,0,0,0,0,1,43,84275,101,8264,-66,97882,-1,132874E-05,0,0314415,0,001194221,0,9995049,43,0732,101,8299,-66,92458,1,395422E-05,0,03162785,0,0009884841,0,9994993,41,0729,101,8537,-66,77948,-6,284609E-06,0,03486991,-0,001980004,0,9993899,44,5496,101,8369,-67,01441,2,477652E-05,0,03040647,0,001735977,0,9995362,42,52962,101,8409,-66,88419,-9,046158E-06,0,0337004,-0,000671956,0,9994318,41,73193,101,8522,-66,81853,-1,602845E-05,0,03430644,-0,001309998,0,9994106
5,0,0,0,0,0,0,1,44,12904,101,7484,-66,99335,-1,367369E-05,0,03130692,0,00124383,0,9995091,43,16186,101,7503,-66,93079,1,00758E-05,0,03138464,0,001090504,0,9995068,40,598,101,7697,-66,75307,-1,145511E-06,0,03528162,-0,002111514,0,9993752,45,02422,101,7618,-67,03483,2,417835E-05,0,03014737,0,001845042,0,9995438,42,44119,101,7595,-66,88294,-9,509784E-06,0,0338643,-0,0007792924,0,9994262,41,44569,101,7704,-66,80504,-1,572006E-05,0,03443895,-0,001381238,0,9994059
6,0,0,0,0,0,0,1,44,41608,101,655,-67,00669,-1,537935E-05,0,03121477,0,001260303,0,999512,43,25113,101,655,-66,93641,6,750052E-06,0,03116656,0,001169396,0,9995135,40,1218,101,6686,-66,72868,3,769179E-06,0,03563324,-0,002218117,0,9993625,45,5002,101,6728,-67,05313,2,070226E-05,0,02993699,0,001924153,0,99955,42,3521,101,6613,-66,88226,-9,307469E-06,0,03402172,-0,0008699476,0,9994208,41,15868,101,6713,-66,79283,-1,442523E-05,0,03453643,-0,001421276,0,9994025
7,0,0,0,0,0,0,1,44,7038,101,5466,-67,01538,-8,555826E-07,0,03130848,0,001321006,0,999509,43,34052,101,5439,-66,94501,-7,976057E-06,0,03092854,0,001220002,0,9995209,39,64485,101,5507,-66,7056,4,926208E-06,0,03583146,-0,002351311,0,9993551,45,9767,101,5689,-67,06969,2,968142E-05,0,0299166,0,002071345,0,9995503,42,26255,101,5465,-66,88268,-1,569635E-05,0,03408838,-0,0009989894,0,9994184,40,87158,101,5554,-66,78162,-1,877693E-05,0,03455211,-0,001489073,0,9994019
8,0,0,0,0,0,0,1,44,99162,101,4246,-67,02555,1,918382E-05,0,03136354,0,001329808,0,9995072,43,43032,101,4163,-66,95162,-1,862725E-05,0,0307444,0,001324308,0,9995264,39,16734,101,4161,-66,68274,-1,27386E-05,0,03599023,-0,002495992,0,9993491,46,45335,101,4511,-67,08798,7,605864E-05,0,02984786,0,002147184,0,9995522,42,17277,101,4135,-66,88208,-3,502111E-05,0,03417832,-0,001099441,0,9994152,40,58459,101,4223,-66,77003,-3,980087E-05,0,03456776,-0,001540525,0,9994012
9,0,0,0,0,0,0,1,45,27918,101,2892,-67,03629,2,258892E-05,0,03145995,0,001179088,0,9995043,43,52074,101,2716,-66,95771,-2,223264E-05,0,03056391,0,001435833,0,9995318,38,68948,101,2648,-66,65983,-2,26832E-05,0,03608727,-0,002507994,0,9993455,46,93035,101,3174,-67,1069,0,0001024653,0,02985633,0,002032651,0,9995522,42,08286,101,2643,-66,88106,-4,369329E-05,0,03422069,-0,001100593,0,9994137,40,29737,101,2727,-66,75821,-5,098639E-05,0,03453361,-0,001494883,0,9994025
10,0,0,0,0,0,0,1,45,56684,101,137,-67,04818,2,831495E-05,0,03153529,0,001059415,0,9995021,43,61154,101,1115,-66,96254,-2,973193E-05,0,03041415,0,001530807,0,9995362,38,21108,101,0974,-66,63686,-2,883288E-05,0,0361427,-0,002503417,0,9993436,47,40763,101,1672,-67,12823,0,0001210118,0,02981968,0,001957303,0,9995534,41,99282,101,0995,-66,87866,-4,919618E-05,0,03427396,-0,001124018,0,9994119,40,01007,101,1074,-66,74551,-5,853366E-05,0,03449175,-0,001462895,0,9994039
